Воин_ИД,Название,Длительность
77863,Snake Summons Spell,3
77863,Shield Charm,4
77870,Salvio hexia,4
77872,Stunning Spell,1
77872,Wand-Extinguishing Charm,1
77872,Portus,5
77879,Mending Charm,0
77880,Wand-Extinguishing Charm,2
77881,Snake-Vanishing Spell,0
77881,Repello Inimicum,0
77881,Spider repelling spell,0
77884,Reverse Spell,2
77888,Killing Curse,4
77890,Imperius Curse,0
77899,Shrinking Charm,1
77899,Imperius Curse,0
77899,Oppugno Jinx,5
77903,Shield Charm,3
77903,Engorgement Charm,2
77903,Water-Making Spell,3
77909,Wand-Lighting Charm,1
77909,Cruciatus Curse,4
77909,Sectumsempra,0
77911,Wand-Extinguishing Charm,0
77911,Memory Charm,3
77911,Wand-Lighting Charm,1
77913,Levitation Charm,1
77913,Vera Verto,0
77913,Disarming Charm,5
77919,Unlocking Charm,3
77923,Imperius Curse,2
77923,Full Body-Bind Curse,2
77954,Brackium Emendo,3
77954,Portus,1
77954,Water-Making Spell,0
77955,Locomotion Charm,1
77955,Freezing Charm,3
77955,Impediment Jinx,2
77958,Lumos Maxima,5
77973,Snake Summons Spell,0
77973,Peskipiksi Pesternomi,3
77981,Blasting Curse,3
77981,General Counter-Spell,1
77981,Muffliato Charm,5
77995,Incarcerous Spell,5
77995,Shrinking Charm,1
78000,Levitation Charm,5
78000,General Counter-Spell,1
78000,Oculus Reparo,4
78001,Leg-Locker Curse,0
78001,Vera Verto,1
78006,Water-Making Spell,4
78006,Revelio Charm,0
78006,Locomotion Charm,2
78012,Protego Maxima,4
78012,Memory Charm,0
78017,Levicorpus,5
78022,Blasting Curse,4
78022,Cistem Aperio,0
78022,Full Body-Bind Curse,4
78026,Cistem Aperio,1
78031,Cruciatus Curse,3
78034,Engorgement Charm,5
78034,Lumos Solem Spell,3
78047,Lumos Solem Spell,1
78047,Portus,3
78052,Sectumsempra,1
78054,Repello Inimicum,1
78054,Spider repelling spell,5
78054,Shield Charm,3
78055,Protego Maxima,5
78055,Disarming Charm,3
78055,Oppugno Jinx,0
78057,Lumos Solem Spell,1
78057,Water-Making Spell,3
78057,Salvio hexia,2
78058,Repello Inimicum,1
78058,Incarcerous Spell,4
78058,Boggart-Banishing Spell,2
78060,Locking Spell,1
78060,Severing Charm,4
78060,Brackium Emendo,3
78061,Dissendium,1
78063,Revulsion Jinx,2
78063,Disarming Charm,3
78065,Snake-Vanishing Spell,0
78066,Repello Inimicum,2
78066,Revulsion Jinx,3
78075,Brackium Emendo,2
78079,Shield Charm,2
78079,Boggart-Banishing Spell,2
78079,Full Body-Bind Curse,5
78080,Incarcerous Spell,5
78080,Impediment Jinx,5
78080,Wand-Lighting Charm,1
78082,Engorgement Charm,3
78082,Summoning Charm,2
78082,Impediment Jinx,4
78086,General Counter-Spell,2
78086,Levitation Charm,2
78096,Blasting Curse,2
78096,Imperius Curse,2
78096,Killing Curse,4
78099,Water-Making Spell,2
78099,Protego Maxima,0
78099,Summoning Charm,5
78104,Launch an object up into the air,0
78104,Portus,2
78106,Muggle-Repelling Charm,4
78106,Oppugno Jinx,5
78106,Peskipiksi Pesternomi,3
78108,Revelio Charm,1
78113,Peskipiksi Pesternomi,1
78113,Wand-Extinguishing Charm,0
78115,Killing Curse,0
78115,Cruciatus Curse,4
78115,Snake-Vanishing Spell,3
78117,Patronus Charm,3
78117,Boggart-Banishing Spell,4
78117,Wand-Extinguishing Charm,4
78119,Expulso Curse,1
78133,Boggart-Banishing Spell,2
78133,Oculus Reparo,1
78136,Spider repelling spell,2
78137,Freezing Charm,0
78137,Piertotum Locomotor,5
78156,Peskipiksi Pesternomi,2
78158,Summoning Charm,1
78158,Wand-Lighting Charm,3
78158,Impediment Jinx,4
78163,Wand-Extinguishing Charm,3
78165,Imperius Curse,1
78173,Engorgement Charm,0
78173,Lumos Solem Spell,3
78179,Disarming Charm,0
78180,Fire-Making Spell,0
78180,Piertotum Locomotor,3
78180,Salvio hexia,3
78186,Killing Curse,2
78188,General Counter-Spell,5
78188,Freezing Charm,2
78201,Summoning Charm,0
78218,Snake Summons Spell,0
78218,Stunning Spell,0
78220,Severing Charm,1
78227,Shield Charm,3
78227,Locking Spell,0
78232,Piertotum Locomotor,5
78232,Wand-Lighting Charm,0
78232,Salvio hexia,4
78235,Human Presence Revealing Spell,5
78235,Expulso Curse,3
78235,Portus,2
78248,Snake Summons Spell,2
78248,Leg-Locker Curse,1
78248,Boggart-Banishing Spell,2
78250,Sectumsempra,4
78250,Peskipiksi Pesternomi,2
78250,Slowing Charm,0
78252,Fire-Making Spell,0
78254,Engorgement Charm,0
78254,Portus,5
78254,Expulso Curse,3
78255,Tickling Charm,5
78255,Wand-Lighting Charm,5
78255,Unlocking Charm,2
78261,Killing Curse,5
78261,Vera Verto,1
78261,Incarcerous Spell,1
78265,Patronus Charm,0
78265,Human Presence Revealing Spell,2
78288,Muffliato Charm,4
78290,Human Presence Revealing Spell,5
78290,Protego Maxima,1
78290,Snake-Vanishing Spell,4
78291,Peskipiksi Pesternomi,1
78291,Stunning Spell,5
78293,Launch an object up into the air,1
78293,Oppugno Jinx,2
78295,Blasting Curse,2
78295,Locomotion Charm,5
78296,Piertotum Locomotor,5
78299,Wand-Extinguishing Charm,3
78303,Sectumsempra,4
78303,Impediment Jinx,4
78303,Stunning Spell,5
78315,Summoning Charm,2
78315,Human Presence Revealing Spell,5
78315,Tickling Charm,3
78317,Exploding Charm,4
78317,Shrinking Charm,2
78319,Imperius Curse,1
78319,Wand-Extinguishing Charm,3
78319,Killing Curse,0
78327,Wand-Lighting Charm,1
78335,Freezing Charm,1
78335,Peskipiksi Pesternomi,5
78335,Vera Verto,1
78338,Blasting Curse,3
78338,Episkey,1
78339,Blasting Curse,3
78339,Unlocking Charm,0
78339,Spider repelling spell,4
78342,Locomotion Charm,0
78360,Spider repelling spell,4
78360,Cruciatus Curse,3
78364,Patronus Charm,5
78364,Disarming Charm,2
78368,Revelio Charm,4
78368,Disarming Charm,2
78368,Revulsion Jinx,0
78374,Summoning Charm,0
78374,Killing Curse,0
78374,Wand-Extinguishing Charm,1
78378,Muffliato Charm,3
78378,Reverse Spell,0
78378,Imperius Curse,3
78382,Shrinking Charm,0
78382,Snake-Vanishing Spell,5
78390,Launch an object up into the air,0
78390,Revelio Charm,5
78390,Shield Charm,3
78396,Levicorpus,4
78396,Boggart-Banishing Spell,1
78401,Spider repelling spell,2
78401,Repello Inimicum,5
78402,Disarming Charm,4
78402,Launch an object up into the air,4
78406,Vera Verto,4
78407,Piertotum Locomotor,5
78407,Vera Verto,1
78411,Shield Charm,2
78411,Reverse Spell,2
78411,Killing Curse,2
78420,Shield Charm,4
78431,Oppugno Jinx,2
78431,Snake-Vanishing Spell,0
78431,Levitation Charm,3
78438,Cistem Aperio,0
78440,Killing Curse,4
78440,Snake Summons Spell,1
78444,Leg-Locker Curse,3
78449,Reverse Spell,3
78449,Revelio Charm,2
78450,Levitation Charm,4
78450,Spider repelling spell,4
78450,Impediment Jinx,1
78457,Engorgement Charm,4
78457,Human Presence Revealing Spell,1
78466,Freezing Charm,4
78466,Revulsion Jinx,2
78472,Blasting Curse,2
78472,Repello Inimicum,2
78477,Unlocking Charm,4
78477,Vera Verto,1
78477,Human Presence Revealing Spell,4
78478,Disarming Charm,3
78481,Fire-Making Spell,2
78481,Blasting Curse,5
78481,Impediment Jinx,3
78483,Locking Spell,2
78483,Snake Summons Spell,5
78483,Disarming Charm,5
78487,Repello Inimicum,0
78487,Incarcerous Spell,0
78487,Stunning Spell,3
78492,General Counter-Spell,4
78492,Unlocking Charm,3
78492,Salvio hexia,1
78503,Patronus Charm,2
78503,Water-Making Spell,5
78503,Piertotum Locomotor,0
78507,Wand-Extinguishing Charm,0
78507,Protego Maxima,5
78510,Dissendium,5
78510,Brackium Emendo,2
78510,Locking Spell,4
78515,Cruciatus Curse,0
78515,Dissendium,4
78515,Protego Maxima,2
78516,Fire-Making Spell,5
78516,Reverse Spell,3
78518,Levicorpus,1
78523,Cistem Aperio,4
78539,Snake-Vanishing Spell,5
78552,Stunning Spell,0
78552,Freezing Charm,4
78560,Boggart-Banishing Spell,3
78561,Expulso Curse,5
78561,Slowing Charm,3
78561,Salvio hexia,0
78564,Cistem Aperio,5
78564,Exploding Charm,0
78571,Piertotum Locomotor,1
78571,Leg-Locker Curse,1
78571,Wand-Lighting Charm,0
78576,Snake Summons Spell,3
78576,Exploding Charm,5
78579,Locking Spell,4
78581,Levicorpus,4
78581,Episkey,1
78581,Vera Verto,0
78590,Blasting Curse,0
78590,Peskipiksi Pesternomi,4
78590,Mending Charm,2
78593,Revulsion Jinx,2
78597,Brackium Emendo,2
78601,Imperius Curse,4
78601,Piertotum Locomotor,0
78604,Protego Maxima,3
78604,Severing Charm,5
78606,Oppugno Jinx,5
78606,Summoning Charm,3
78608,Peskipiksi Pesternomi,1
78608,Exploding Charm,4
78608,Portus,2
78610,Mending Charm,3
78610,Episkey,3
78616,Revelio Charm,0
78616,Disarming Charm,2
78616,Vera Verto,1
78625,Levicorpus,5
78625,Spider repelling spell,1
78625,Blasting Curse,0
78630,Peskipiksi Pesternomi,0
78630,Wand-Extinguishing Charm,1
78630,Repello Inimicum,3
78633,Brackium Emendo,4
78633,Peskipiksi Pesternomi,3
78638,Freezing Charm,4
78640,Levitation Charm,4
78640,Episkey,5
78649,Levitation Charm,3
78649,Mending Charm,2
78656,Oculus Reparo,5
78658,Engorgement Charm,0
78658,Snake-Vanishing Spell,2
78661,Lumos Maxima,3
78661,Severing Charm,4
78663,Snake Summons Spell,4
78663,Portus,5
78664,Slowing Charm,4
78664,Protego Maxima,5
78665,Peskipiksi Pesternomi,3
78677,Shield Charm,0
78677,Blasting Curse,4
78677,Exploding Charm,2
78681,Leg-Locker Curse,2
78681,Wand-Extinguishing Charm,4
78684,Disarming Charm,5
78684,Oppugno Jinx,2
78686,Unlocking Charm,2
78686,Wand-Lighting Charm,2
78688,Protego totalum,4
78693,Cistem Aperio,4
78693,Snake-Vanishing Spell,3
78695,Muffliato Charm,3
78695,Launch an object up into the air,2
78698,Sectumsempra,1
78698,Lumos Solem Spell,2
78700,Killing Curse,3
78700,Cistem Aperio,4
78701,Peskipiksi Pesternomi,1
78701,Mending Charm,2
78701,Oculus Reparo,3
78707,Oppugno Jinx,2
78707,Summoning Charm,2
78710,Brackium Emendo,0
78715,Wand-Lighting Charm,0
78715,Peskipiksi Pesternomi,0
78715,Shrinking Charm,4
78724,Leg-Locker Curse,1
78724,Full Body-Bind Curse,4
78724,Muffliato Charm,2
78727,Imperius Curse,5
78727,Leg-Locker Curse,5
78731,Brackium Emendo,0
78731,Tickling Charm,4
78732,Brackium Emendo,1
78733,Oppugno Jinx,4
78733,Vera Verto,4
78734,Vera Verto,2
78734,Slowing Charm,5
78734,Locking Spell,3
78737,Revelio Charm,0
78742,Severing Charm,2
78742,Locking Spell,3
78742,Tickling Charm,3
78745,Dissendium,3
78745,General Counter-Spell,3
78746,Cruciatus Curse,5
78746,Piertotum Locomotor,2
78746,Shrinking Charm,0
78748,Brackium Emendo,1
78749,Lumos Solem Spell,0
78763,Locking Spell,0
78767,Launch an object up into the air,0
78767,Severing Charm,1
78777,Reverse Spell,5
78777,Full Body-Bind Curse,1
78777,Repello Inimicum,4
78782,Leg-Locker Curse,2
78787,Human Presence Revealing Spell,2
78787,Dissendium,4
78787,Brackium Emendo,5
78791,Stunning Spell,5
78791,Slowing Charm,3
78791,Piertotum Locomotor,4
78793,Stunning Spell,2
78795,Boggart-Banishing Spell,2
78797,Fire-Making Spell,1
78797,Vera Verto,2
78797,Boggart-Banishing Spell,1
78800,Human Presence Revealing Spell,5
78802,Dissendium,0
78802,Leg-Locker Curse,0
78802,Human Presence Revealing Spell,5
78804,Brackium Emendo,1
78804,Levicorpus,3
78804,Piertotum Locomotor,2
78805,Severing Charm,5
78805,Imperius Curse,0
78805,Leg-Locker Curse,3
78818,Sectumsempra,1
78818,Unlocking Charm,0
78818,Peskipiksi Pesternomi,4
78821,Shield Charm,3
78821,Disarming Charm,1
78823,Dissendium,5
78823,Launch an object up into the air,5
78828,Leg-Locker Curse,2
78828,Episkey,0
78828,Shield Charm,5
78829,Muggle-Repelling Charm,0
78829,Dissendium,0
78829,Shrinking Charm,1
78830,Engorgement Charm,4
78830,Stunning Spell,4
78830,Severing Charm,2
78831,Blasting Curse,1
78834,Spider repelling spell,1
78834,Portus,2
78834,Tickling Charm,5
78841,Blasting Curse,2
78841,Brackium Emendo,4
78845,Snake Summons Spell,2
78845,Severing Charm,5
78845,Blasting Curse,5
78853,Freezing Charm,1
78855,Slowing Charm,2
78855,Snake-Vanishing Spell,0
78859,Tickling Charm,4
78859,Stunning Spell,1
78860,Water-Making Spell,2
78860,Impediment Jinx,2
78860,Expulso Curse,2
78861,Boggart-Banishing Spell,0
78861,Wand-Lighting Charm,1
78862,Episkey,2
78862,Salvio hexia,0
78868,Launch an object up into the air,2
78876,Unlocking Charm,1
78876,Slowing Charm,5
78877,Memory Charm,5
78877,Mending Charm,5
78882,Memory Charm,3
78882,Protego totalum,4
78882,Patronus Charm,2
78888,Levicorpus,1
78888,Reverse Spell,5
78888,Muggle-Repelling Charm,5
78893,Dissendium,3
78893,Cruciatus Curse,5
78893,Levicorpus,2
78895,Snake-Vanishing Spell,1
78896,Mending Charm,2
78904,Launch an object up into the air,4
78904,Blasting Curse,2
78906,Tickling Charm,0
78906,Mending Charm,1
78908,Protego totalum,0
78913,Unlocking Charm,5
78913,Exploding Charm,1
78914,Piertotum Locomotor,3
78914,Portus,5
78914,Memory Charm,1
78921,Brackium Emendo,0
78923,Muggle-Repelling Charm,0
78925,Oppugno Jinx,3
78925,Dissendium,0
78925,Lumos Solem Spell,1
78926,Sectumsempra,1
78934,Unlocking Charm,2
78934,Killing Curse,1
78936,Spider repelling spell,4
78944,Stunning Spell,0
78944,Slowing Charm,0
78944,Protego Maxima,5
78946,Severing Charm,4
78946,Locking Spell,0
78947,Imperius Curse,4
78949,Cistem Aperio,4
78951,Freezing Charm,4
78951,Revelio Charm,4
78951,Memory Charm,4
78953,Oculus Reparo,4
78954,Lumos Solem Spell,5
78954,Vera Verto,4
78971,Protego Maxima,5
78971,Full Body-Bind Curse,2
78971,Freezing Charm,1
78973,Portus,1
78973,Freezing Charm,1
78973,Full Body-Bind Curse,2
78975,Full Body-Bind Curse,2
78975,Unlocking Charm,3
78979,Spider repelling spell,2
78994,Severing Charm,5
78994,Expulso Curse,3
78995,Launch an object up into the air,4
78995,Lumos Solem Spell,1
79006,Full Body-Bind Curse,2
79006,Oppugno Jinx,0
79008,Brackium Emendo,2
79008,Episkey,4
79008,Muggle-Repelling Charm,3
79012,Reverse Spell,3
79013,Mending Charm,4
79013,Fire-Making Spell,0
79013,Spider repelling spell,0
79025,Wand-Lighting Charm,3
79027,Muggle-Repelling Charm,4
79027,Piertotum Locomotor,4
79027,Full Body-Bind Curse,5
79033,Fire-Making Spell,5
79045,Human Presence Revealing Spell,1
79054,Blasting Curse,5
79056,Wand-Lighting Charm,1
79056,Human Presence Revealing Spell,2
79056,Incarcerous Spell,3
79059,Episkey,3
79059,Stunning Spell,0
79059,Freezing Charm,5
79060,Sectumsempra,5
79068,Locomotion Charm,2
79068,Shield Charm,2
79068,Protego totalum,2
79072,Blasting Curse,5
79078,Portus,0
79078,Episkey,5
79083,Impediment Jinx,2
79083,Unlocking Charm,4
79084,Protego totalum,4
79084,Locomotion Charm,1
79090,Protego Maxima,4
79090,Human Presence Revealing Spell,2
79094,Episkey,0
79094,Levicorpus,4
79094,Reverse Spell,4
79096,Revelio Charm,0
79096,Boggart-Banishing Spell,0
79096,Wand-Extinguishing Charm,2
79106,Locomotion Charm,3
79106,Portus,3
79115,Repello Inimicum,2
79115,Lumos Maxima,1
79115,Incarcerous Spell,3
79129,Wand-Lighting Charm,3
79138,Boggart-Banishing Spell,0
79138,Snake-Vanishing Spell,5
79144,Peskipiksi Pesternomi,2
79144,Disarming Charm,1
79144,Lumos Maxima,5
79146,Impediment Jinx,4
79146,Memory Charm,1
79151,Cistem Aperio,5
79173,Impediment Jinx,3
79173,Piertotum Locomotor,2
79173,Lumos Solem Spell,1
79174,Episkey,0
79174,Shrinking Charm,4
79174,Summoning Charm,5
79179,Peskipiksi Pesternomi,5
79179,Spider repelling spell,2
79193,General Counter-Spell,5
79193,Water-Making Spell,5
79207,General Counter-Spell,4
79217,Shrinking Charm,3
79217,Engorgement Charm,3
79223,Killing Curse,1
79223,Shrinking Charm,0
79227,Episkey,3
79230,Full Body-Bind Curse,1
79236,Impediment Jinx,1
79236,Boggart-Banishing Spell,2
79240,Engorgement Charm,1
79240,Protego totalum,4
79243,Exploding Charm,0
79243,Revelio Charm,0
79246,Patronus Charm,3
79246,Boggart-Banishing Spell,2
79246,Severing Charm,5
79257,Engorgement Charm,3
79257,Mending Charm,5
79257,Protego Maxima,0
79263,Vera Verto,5
79263,Shield Charm,0
79264,Oppugno Jinx,0
79269,Killing Curse,5
79269,Peskipiksi Pesternomi,4
79271,Levitation Charm,5
79271,General Counter-Spell,1
79271,Mending Charm,5
79272,Expulso Curse,5
79272,Human Presence Revealing Spell,2
79277,Portus,2
79284,Muffliato Charm,5
79286,Boggart-Banishing Spell,2
79291,Launch an object up into the air,2
79291,Spider repelling spell,3
79295,Impediment Jinx,2
79295,Launch an object up into the air,0
79298,Levitation Charm,5
79302,Unlocking Charm,5
79302,Muggle-Repelling Charm,4
79302,Episkey,3
79312,Revulsion Jinx,4
79315,Peskipiksi Pesternomi,4
79321,Muggle-Repelling Charm,1
79323,Spider repelling spell,4
79323,Episkey,2
79323,Brackium Emendo,5
79326,Piertotum Locomotor,4
79326,Full Body-Bind Curse,5
79326,Leg-Locker Curse,0
79337,Revulsion Jinx,4
79337,Exploding Charm,5
79337,Snake Summons Spell,2
79355,Revulsion Jinx,1
79355,Water-Making Spell,5
79358,Peskipiksi Pesternomi,4
79358,Imperius Curse,1
79358,Human Presence Revealing Spell,2
79361,Piertotum Locomotor,5
79361,Patronus Charm,5
79361,Wand-Extinguishing Charm,0
79367,Revulsion Jinx,1
79371,Killing Curse,1
79371,Cruciatus Curse,2
79371,Freezing Charm,1
79380,Muffliato Charm,2
79380,Disarming Charm,5
79381,Memory Charm,0
79381,Imperius Curse,5
79382,Peskipiksi Pesternomi,1
79382,Memory Charm,2
79389,General Counter-Spell,0
79389,Exploding Charm,5
79389,Brackium Emendo,5
79393,Repello Inimicum,4
79393,Summoning Charm,4
79402,Wand-Extinguishing Charm,5
79402,Fire-Making Spell,3
79402,Imperius Curse,1
79407,Unlocking Charm,4
79425,Full Body-Bind Curse,0
79425,Severing Charm,4
79428,Launch an object up into the air,3
79429,Wand-Extinguishing Charm,1
79429,Levicorpus,0
79429,Impediment Jinx,1
79432,Episkey,1
79432,Blasting Curse,5
79432,Fire-Making Spell,0
79433,Shrinking Charm,0
79434,Locomotion Charm,4
79434,Disarming Charm,5
79434,Human Presence Revealing Spell,1
79437,Oppugno Jinx,5
79442,Water-Making Spell,5
79442,Snake-Vanishing Spell,2
79443,Cistem Aperio,5
79443,Lumos Solem Spell,0
79443,Severing Charm,0
79445,Protego totalum,4
79445,Summoning Charm,1
79449,Shield Charm,1
79449,Leg-Locker Curse,2
79451,Imperius Curse,5
79451,Dissendium,4
79452,Incarcerous Spell,5
79452,Vera Verto,4
79463,Vera Verto,3
79463,Muffliato Charm,0
79469,Wand-Extinguishing Charm,3
79474,Episkey,3
79474,Spider repelling spell,3
79474,Slowing Charm,5
79475,Freezing Charm,4
79475,Incarcerous Spell,5
79475,Severing Charm,0
79477,Summoning Charm,2
79478,Leg-Locker Curse,3
79478,Severing Charm,1
79478,Shield Charm,2
79479,Slowing Charm,5
79479,Cruciatus Curse,0
79481,Oppugno Jinx,3
79483,Cruciatus Curse,5
79483,Summoning Charm,4
79483,Muggle-Repelling Charm,4
79487,Spider repelling spell,4
79489,Imperius Curse,1
79491,Slowing Charm,3
79491,Protego Maxima,4
79492,Incarcerous Spell,4
79493,Shield Charm,5
79500,Blasting Curse,2
79500,Episkey,2
79500,Tickling Charm,4
79502,Summoning Charm,0
79512,Water-Making Spell,1
79512,Expulso Curse,5
79512,Imperius Curse,2
79528,Unlocking Charm,4
79528,Engorgement Charm,0
79530,Wand-Extinguishing Charm,4
79530,Memory Charm,5
79530,Episkey,1
79534,Oppugno Jinx,3
79535,Repello Inimicum,1
79536,Sectumsempra,5
79536,Peskipiksi Pesternomi,3
79542,Engorgement Charm,3
79546,Spider repelling spell,2
79549,Blasting Curse,1
79549,Patronus Charm,5
79549,Water-Making Spell,2
79557,Episkey,3
79560,Episkey,2
79560,Lumos Maxima,1
79560,Locking Spell,1
79561,Spider repelling spell,1
79561,Sectumsempra,1
79561,Freezing Charm,3
79569,Shrinking Charm,2
79569,Dissendium,1
79569,Blasting Curse,5
79570,Leg-Locker Curse,2
79570,Spider repelling spell,4
79574,Memory Charm,0
79574,Oppugno Jinx,2
79574,Stunning Spell,1
79590,Protego totalum,4
79590,Lumos Maxima,2
79590,Peskipiksi Pesternomi,0
79600,Freezing Charm,1
79600,General Counter-Spell,3
79600,Shrinking Charm,0
79608,Blasting Curse,4
79608,Levicorpus,5
79608,Tickling Charm,0
79609,Wand-Extinguishing Charm,2
79609,Oppugno Jinx,0
79610,Severing Charm,4
79610,Killing Curse,0
79610,Incarcerous Spell,2
79613,Fire-Making Spell,0
79613,Shield Charm,1
79613,Full Body-Bind Curse,4
79622,Locking Spell,5
79622,Oppugno Jinx,2
79622,Shrinking Charm,0
79630,Snake-Vanishing Spell,3
79641,Mending Charm,4
79641,Spider repelling spell,5
79641,Cruciatus Curse,1
79642,Oppugno Jinx,3
79647,Launch an object up into the air,2
79647,Levitation Charm,5
79647,Dissendium,3
79653,Exploding Charm,2
79658,Oculus Reparo,0
79658,Sectumsempra,0
79658,Wand-Lighting Charm,0
79660,Impediment Jinx,0
79660,Snake Summons Spell,5
79661,Water-Making Spell,1
79661,Peskipiksi Pesternomi,1
79661,Full Body-Bind Curse,0
79664,Cistem Aperio,0
79664,Water-Making Spell,5
79664,Tickling Charm,2
79667,Water-Making Spell,0
79668,Human Presence Revealing Spell,3
79680,Wand-Lighting Charm,1
79682,Wand-Lighting Charm,3
79682,Full Body-Bind Curse,3
79682,Memory Charm,1
79684,Spider repelling spell,5
79684,Dissendium,5
79684,Memory Charm,5
79694,Dissendium,3
79699,Oppugno Jinx,2
79699,Revelio Charm,1
79699,Episkey,4
79701,Reverse Spell,3
79708,Snake Summons Spell,4
79711,Slowing Charm,4
79711,Protego Maxima,5
79711,Disarming Charm,4
79721,Freezing Charm,5
79721,Peskipiksi Pesternomi,5
79727,Levitation Charm,3
79727,Disarming Charm,5
79733,Cistem Aperio,2
79733,Mending Charm,5
79733,General Counter-Spell,3
