ВОИН_ИД,ЗАКЛИНАНИЕ_НАЗВАНИЕ
61568,Expulso Curse
61568,Cistem Aperio
61568,Freezing Charm
61573,Brackium Emendo
61573,Oculus Reparo
61576,Slowing Charm
61576,Unlocking Charm
61576,Water-Making Spell
61579,Wand-Extinguishing Charm
61579,Repello Inimicum
61580,Disarming Charm
61580,Wand-Extinguishing Charm
61581,Vera Verto
61581,Locking Spell
61581,Muggle-Repelling Charm
61582,Dissendium
61582,Brackium Emendo
61586,Stunning Spell
61588,Levitation Charm
61590,Unlocking Charm
61590,Impediment Jinx
61593,Muffliato Charm
61594,Levicorpus
61596,Levicorpus
61596,Blasting Curse
61597,Killing Curse
61597,Mending Charm
61597,General Counter-Spell
61599,Full Body-Bind Curse
61599,Mending Charm
61600,Snake Summons Spell
61600,Leg-Locker Curse
61600,Revulsion Jinx
61602,Protego Maxima
61602,Peskipiksi Pesternomi
61602,Disarming Charm
61603,Incarcerous Spell
61603,Shield Charm
61604,Reverse Spell
61605,Revulsion Jinx
61609,Incarcerous Spell
61609,Severing Charm
61609,Wand-Extinguishing Charm
61610,Lumos Solem Spell
61610,Exploding Charm
61610,Salvio hexia
61613,Protego totalum
61613,Full Body-Bind Curse
61615,Episkey
61615,Freezing Charm
61617,Leg-Locker Curse
61617,Reverse Spell
61617,Engorgement Charm
61620,General Counter-Spell
61620,Mending Charm
61622,Shield Charm
61622,Piertotum Locomotor
61622,Disarming Charm
61628,Dissendium
61629,Wand-Extinguishing Charm
61629,Patronus Charm
61633,Revulsion Jinx
61633,Engorgement Charm
61633,Salvio hexia
61638,Shield Charm
61638,Revelio Charm
61640,Killing Curse
61640,Freezing Charm
61642,Peskipiksi Pesternomi
61642,Episkey
61644,Cistem Aperio
61645,Impediment Jinx
61645,Stunning Spell
61652,Severing Charm
61652,Fire-Making Spell
61652,Impediment Jinx
61653,Portus
61655,Memory Charm
61656,Cistem Aperio
61660,Shrinking Charm
61660,Cistem Aperio
61661,Summoning Charm
61662,Portus
61662,Peskipiksi Pesternomi
61662,Muffliato Charm
61663,Human Presence Revealing Spell
61664,Cruciatus Curse
61664,Shield Charm
61666,Incarcerous Spell
61666,Oculus Reparo
61666,Severing Charm
61668,Lumos Maxima
61668,Vera Verto
61668,Disarming Charm
61669,Episkey
61669,Snake-Vanishing Spell
61669,Stunning Spell
61673,Protego Maxima
61676,Cistem Aperio
61676,Peskipiksi Pesternomi
61676,Killing Curse
61680,Boggart-Banishing Spell
61684,Mending Charm
61686,Exploding Charm
61686,Revulsion Jinx
61686,Piertotum Locomotor
61690,Dissendium
61690,Muffliato Charm
61691,Fire-Making Spell
61691,Shrinking Charm
61691,Levicorpus
61696,Peskipiksi Pesternomi
61696,Severing Charm
61696,Revelio Charm
61699,Fire-Making Spell
61699,Dissendium
61699,Disarming Charm
61700,Cistem Aperio
61700,Salvio hexia
61700,Locomotion Charm
61701,Launch an object up into the air
61703,Revulsion Jinx
61703,Memory Charm
61705,Fire-Making Spell
61705,Protego totalum
61705,Brackium Emendo
61706,Engorgement Charm
61706,Revelio Charm
61707,Freezing Charm
61708,Slowing Charm
61708,Lumos Solem Spell
61710,Oculus Reparo
61712,Locking Spell
61712,Snake Summons Spell
61712,Patronus Charm
61715,Wand-Extinguishing Charm
61718,Human Presence Revealing Spell
61718,Lumos Maxima
61718,Exploding Charm
61719,Episkey
61719,Shrinking Charm
61719,Lumos Solem Spell
61720,Cistem Aperio
61720,Patronus Charm
61720,Repello Inimicum
61721,Human Presence Revealing Spell
61721,General Counter-Spell
61721,Revulsion Jinx
61722,Exploding Charm
61724,Lumos Solem Spell
61724,Exploding Charm
61724,Revulsion Jinx
61725,Portus
61725,Water-Making Spell
61726,Fire-Making Spell
61726,Protego Maxima
61726,Tickling Charm
61728,Sectumsempra
61729,Stunning Spell
61729,Snake-Vanishing Spell
61729,Spider repelling spell
61732,Unlocking Charm
61732,Peskipiksi Pesternomi
61732,Incarcerous Spell
61733,Snake Summons Spell
61733,Killing Curse
61738,Expulso Curse
61738,Wand-Extinguishing Charm
61740,Patronus Charm
61740,Exploding Charm
61744,Protego totalum
61744,Oppugno Jinx
61748,Levitation Charm
61749,Levitation Charm
61749,Snake-Vanishing Spell
61749,Peskipiksi Pesternomi
61752,Impediment Jinx
61752,Peskipiksi Pesternomi
61752,Cruciatus Curse
61753,Full Body-Bind Curse
61754,Sectumsempra
61756,Memory Charm
61757,Snake-Vanishing Spell
61757,Tickling Charm
61757,Shrinking Charm
61758,Portus
61759,Wand-Lighting Charm
61759,Vera Verto
61759,Slowing Charm
61762,Peskipiksi Pesternomi
61764,Water-Making Spell
61764,Brackium Emendo
61768,Incarcerous Spell
61768,Episkey
61773,Revulsion Jinx
61773,Human Presence Revealing Spell
61773,Patronus Charm
61775,Expulso Curse
61775,Locomotion Charm
61777,Protego Maxima
61777,Severing Charm
61777,Impediment Jinx
61779,Muggle-Repelling Charm
61781,Vera Verto
61781,Lumos Solem Spell
61781,Salvio hexia
61785,Blasting Curse
61786,General Counter-Spell
61786,Leg-Locker Curse
61788,Spider repelling spell
61788,Exploding Charm
61789,Oculus Reparo
61789,Killing Curse
61791,General Counter-Spell
61791,Locomotion Charm
61791,Revulsion Jinx
61794,Wand-Extinguishing Charm
61794,Muggle-Repelling Charm
61794,Memory Charm
61798,Levitation Charm
61803,Sectumsempra
61803,Imperius Curse
61805,Summoning Charm
61805,Vera Verto
61805,Spider repelling spell
61806,Slowing Charm
61809,Lumos Maxima
61809,Exploding Charm
61812,Spider repelling spell
61812,Water-Making Spell
61813,Exploding Charm
61814,Salvio hexia
61814,Snake Summons Spell
61820,Killing Curse
61820,Boggart-Banishing Spell
61821,Human Presence Revealing Spell
61821,Revelio Charm
61821,Cistem Aperio
61824,Vera Verto
61824,Freezing Charm
61824,Oppugno Jinx
61830,Wand-Lighting Charm
61840,Unlocking Charm
61840,Freezing Charm
61843,Revulsion Jinx
61843,Wand-Extinguishing Charm
61843,Protego Maxima
61845,Unlocking Charm
61847,Mending Charm
61847,Episkey
61848,Stunning Spell
61848,Levitation Charm
61850,Exploding Charm
61850,Engorgement Charm
61850,Mending Charm
61852,Expulso Curse
61852,Launch an object up into the air
61852,Patronus Charm
61853,Impediment Jinx
61853,Freezing Charm
61853,Severing Charm
61854,Cruciatus Curse
61855,Severing Charm
61855,Dissendium
61864,Sectumsempra
61871,Slowing Charm
61872,Lumos Solem Spell
61872,Severing Charm
61873,Locking Spell
61873,Incarcerous Spell
61873,Lumos Solem Spell
61876,Water-Making Spell
61879,Summoning Charm
61880,Water-Making Spell
61880,Spider repelling spell
61884,Reverse Spell
61884,General Counter-Spell
61887,Full Body-Bind Curse
61888,Reverse Spell
61888,Locking Spell
61898,Disarming Charm
61898,Cruciatus Curse
61899,Salvio hexia
61899,Killing Curse
61899,Reverse Spell
61904,Episkey
61904,Locking Spell
61905,Spider repelling spell
61905,Lumos Maxima
61908,Boggart-Banishing Spell
61909,Shrinking Charm
61909,Summoning Charm
61909,Patronus Charm
61914,Patronus Charm
61916,Slowing Charm
61916,Mending Charm
61916,Repello Inimicum
61919,Locomotion Charm
61921,Memory Charm
61921,Locomotion Charm
61921,Episkey
61922,Peskipiksi Pesternomi
61922,Levitation Charm
61923,Severing Charm
61924,Freezing Charm
61927,Launch an object up into the air
61927,Oppugno Jinx
61927,Expulso Curse
61928,Mending Charm
61928,Killing Curse
61930,Stunning Spell
61930,Engorgement Charm
61933,Protego totalum
61933,Launch an object up into the air
61934,Protego totalum
61936,Engorgement Charm
61936,Expulso Curse
61936,Mending Charm
61941,Peskipiksi Pesternomi
61947,Locomotion Charm
61947,Spider repelling spell
61949,Revulsion Jinx
61951,Killing Curse
61951,Oppugno Jinx
61954,Stunning Spell
61954,Wand-Lighting Charm
61956,Stunning Spell
61956,Repello Inimicum
61956,Cistem Aperio
61957,Lumos Maxima
61957,Shield Charm
61958,Revulsion Jinx
61958,Full Body-Bind Curse
61960,Summoning Charm
61960,Revulsion Jinx
61967,Portus
61967,Oculus Reparo
61968,Oppugno Jinx
61974,Launch an object up into the air
61975,Severing Charm
61975,Expulso Curse
61979,Sectumsempra
61979,Revelio Charm
61979,Expulso Curse
61980,Freezing Charm
61980,Fire-Making Spell
61980,Revelio Charm
61982,Portus
61984,Spider repelling spell
61985,Human Presence Revealing Spell
61987,Expulso Curse
61987,Salvio hexia
61990,Wand-Lighting Charm
61994,Fire-Making Spell
61996,Full Body-Bind Curse
61996,Snake Summons Spell
61996,Patronus Charm
61998,Snake-Vanishing Spell
61998,Patronus Charm
62002,Full Body-Bind Curse
62002,Snake Summons Spell
62002,Vera Verto
62003,Mending Charm
62003,Human Presence Revealing Spell
62003,Episkey
62004,Exploding Charm
62004,Wand-Extinguishing Charm
62012,Portus
62012,Protego Maxima
62014,Piertotum Locomotor
62014,Spider repelling spell
62017,Launch an object up into the air
62019,Snake Summons Spell
62019,Reverse Spell
62023,Launch an object up into the air
62023,Portus
62023,Repello Inimicum
62028,Incarcerous Spell
62028,Killing Curse
62030,Tickling Charm
62030,Exploding Charm
62034,Disarming Charm
62034,Wand-Lighting Charm
62034,Cruciatus Curse
62036,Oppugno Jinx
62036,Locomotion Charm
62036,Engorgement Charm
62037,Cruciatus Curse
62044,Unlocking Charm
62044,Peskipiksi Pesternomi
62048,Wand-Lighting Charm
62048,Wand-Extinguishing Charm
62049,Protego totalum
62050,Freezing Charm
62052,Blasting Curse
62053,Levitation Charm
62053,Launch an object up into the air
62054,Incarcerous Spell
62055,Episkey
62055,Levitation Charm
62055,Shrinking Charm
62056,Oppugno Jinx
62059,Wand-Extinguishing Charm
62059,Peskipiksi Pesternomi
62059,Imperius Curse
62060,Wand-Lighting Charm
62063,Shield Charm
62063,Killing Curse
62065,Revulsion Jinx
62065,Dissendium
62066,Summoning Charm
62066,Locking Spell
62067,Wand-Extinguishing Charm
62067,Protego totalum
62069,Cruciatus Curse
62069,Snake Summons Spell
62072,Boggart-Banishing Spell
62072,Wand-Lighting Charm
62072,Wand-Extinguishing Charm
62073,Oppugno Jinx
62073,Full Body-Bind Curse
62080,Human Presence Revealing Spell
62080,Memory Charm
62083,Water-Making Spell
62083,Memory Charm
62084,Snake-Vanishing Spell
62088,Shrinking Charm
62088,Engorgement Charm
62090,Fire-Making Spell
62090,Stunning Spell
62091,Fire-Making Spell
62094,Dissendium
62094,Muggle-Repelling Charm
62097,Killing Curse
62103,Levicorpus
62103,Snake Summons Spell
62103,Memory Charm
62104,Reverse Spell
62104,Lumos Solem Spell
62104,Wand-Lighting Charm
62106,Exploding Charm
62106,Episkey
62106,Mending Charm
62107,Full Body-Bind Curse
62107,Sectumsempra
62107,Piertotum Locomotor
62108,Unlocking Charm
62109,Impediment Jinx
62110,Disarming Charm
62114,Wand-Extinguishing Charm
62114,Levicorpus
62115,Reverse Spell
62115,Cistem Aperio
62116,Wand-Extinguishing Charm
62117,Protego totalum
62118,Engorgement Charm
62118,Revelio Charm
62119,Memory Charm
62119,Mending Charm
62119,Unlocking Charm
62122,Reverse Spell
62127,Protego totalum
62127,Levicorpus
62129,Salvio hexia
62130,Engorgement Charm
62131,Oppugno Jinx
62131,Tickling Charm
62131,Vera Verto
62133,Vera Verto
62133,Levicorpus
62133,Levitation Charm
62134,Reverse Spell
62134,Slowing Charm
62134,Shrinking Charm
62135,Engorgement Charm
62135,Severing Charm
62136,Severing Charm
62136,Disarming Charm
62137,Piertotum Locomotor
62138,Peskipiksi Pesternomi
62138,Blasting Curse
62138,Muggle-Repelling Charm
62139,Shrinking Charm
62139,Sectumsempra
62139,Lumos Solem Spell
62141,Locking Spell
62141,Shrinking Charm
62141,Cruciatus Curse
62142,Boggart-Banishing Spell
62142,Cruciatus Curse
62144,Imperius Curse
62144,Tickling Charm
62144,Patronus Charm
62145,Spider repelling spell
62147,Disarming Charm
62147,Fire-Making Spell
62152,Disarming Charm
62152,Protego totalum
62153,Snake Summons Spell
62153,Killing Curse
62154,Engorgement Charm
62154,Protego totalum
62154,Muffliato Charm
62155,Disarming Charm
62155,Freezing Charm
62156,Patronus Charm
62157,Snake Summons Spell
62157,Snake-Vanishing Spell
62161,Piertotum Locomotor
62162,Repello Inimicum
62162,Mending Charm
62165,Lumos Maxima
62165,Levitation Charm
62166,Snake Summons Spell
62166,Disarming Charm
62166,Leg-Locker Curse
62169,Freezing Charm
62176,Peskipiksi Pesternomi
62180,Slowing Charm
62180,Piertotum Locomotor
62184,Memory Charm
62184,Reverse Spell
62187,Memory Charm
62187,Water-Making Spell
62190,Mending Charm
62190,Repello Inimicum
62190,Wand-Extinguishing Charm
62193,Launch an object up into the air
62193,Lumos Solem Spell
62193,Lumos Maxima
62194,Mending Charm
62195,Oppugno Jinx
62195,Launch an object up into the air
62198,Unlocking Charm
62198,Levicorpus
62198,Engorgement Charm
62200,Levicorpus
62200,Launch an object up into the air
62200,Vera Verto
62202,Muffliato Charm
62203,Fire-Making Spell
62203,Incarcerous Spell
62203,Dissendium
62205,Oppugno Jinx
62206,Wand-Lighting Charm
62206,Oppugno Jinx
62206,Piertotum Locomotor
62213,Launch an object up into the air
62213,Boggart-Banishing Spell
62214,Slowing Charm
62216,Repello Inimicum
62219,Levitation Charm
62221,Mending Charm
62221,Levitation Charm
62221,Dissendium
62222,Water-Making Spell
62225,Patronus Charm
62225,Locomotion Charm
62235,General Counter-Spell
62235,Snake-Vanishing Spell
62235,Shrinking Charm
62236,Oculus Reparo
62237,Protego Maxima
62237,Lumos Solem Spell
62238,Leg-Locker Curse
62238,General Counter-Spell
62238,Incarcerous Spell
62240,Expulso Curse
62240,Patronus Charm
62240,Wand-Extinguishing Charm
62243,Protego Maxima
62243,Imperius Curse
62243,Leg-Locker Curse
62244,Snake Summons Spell
62244,Snake-Vanishing Spell
62244,Locking Spell
62250,Portus
62250,Revulsion Jinx
62252,Sectumsempra
62252,Snake-Vanishing Spell
62252,Cistem Aperio
62256,Levicorpus
62258,Cistem Aperio
62258,Oppugno Jinx
62265,Episkey
62265,Patronus Charm
62265,Vera Verto
62266,Levitation Charm
62266,General Counter-Spell
62266,Exploding Charm
62270,Reverse Spell
62271,Expulso Curse
62271,Brackium Emendo
62271,Revelio Charm
62273,Wand-Extinguishing Charm
62273,Tickling Charm
62275,Stunning Spell
62275,Salvio hexia
62275,Locking Spell
62290,Locomotion Charm
62290,Unlocking Charm
62291,Stunning Spell
62291,Summoning Charm
62294,Snake Summons Spell
62294,Protego Maxima
62298,Salvio hexia
62298,Launch an object up into the air
62299,Summoning Charm
62299,Blasting Curse
62299,Protego Maxima
62300,Muggle-Repelling Charm
62300,Shield Charm
62300,Full Body-Bind Curse
62301,Slowing Charm
62304,Stunning Spell
62304,Reverse Spell
62305,Salvio hexia
62305,Protego Maxima
62305,Memory Charm
62308,Peskipiksi Pesternomi
62311,Piertotum Locomotor
62315,Disarming Charm
62315,Snake-Vanishing Spell
62316,Blasting Curse
62317,Tickling Charm
62317,Levitation Charm
62318,Cruciatus Curse
62318,Muggle-Repelling Charm
62318,Salvio hexia
62319,Incarcerous Spell
62319,Water-Making Spell
62319,Muggle-Repelling Charm
62320,Mending Charm
62320,Engorgement Charm
62323,Locomotion Charm
62323,Tickling Charm
62324,Lumos Maxima
62324,Memory Charm
62325,Engorgement Charm
62328,Impediment Jinx
62335,Human Presence Revealing Spell
62335,Cruciatus Curse
62337,Episkey
62339,Slowing Charm
62346,Spider repelling spell
62347,Human Presence Revealing Spell
62347,Salvio hexia
62348,Muggle-Repelling Charm
62349,General Counter-Spell
62349,Snake Summons Spell
62349,Peskipiksi Pesternomi
62351,Piertotum Locomotor
62353,Imperius Curse
62353,Peskipiksi Pesternomi
62360,Locomotion Charm
62360,Wand-Lighting Charm
62362,Mending Charm
62364,Freezing Charm
62364,Tickling Charm
62366,Piertotum Locomotor
62367,Tickling Charm
62368,Stunning Spell
62368,Tickling Charm
62368,Impediment Jinx
62370,Piertotum Locomotor
62372,Mending Charm
62372,Leg-Locker Curse
62373,Severing Charm
62373,Expulso Curse
62377,Memory Charm
62377,Cruciatus Curse
62377,Brackium Emendo
62378,Shrinking Charm
62383,Peskipiksi Pesternomi
62383,Locking Spell
62384,Episkey
62386,Shrinking Charm
62386,Muffliato Charm
62389,Full Body-Bind Curse
62389,Snake-Vanishing Spell
62395,Piertotum Locomotor
62395,Unlocking Charm
62396,Piertotum Locomotor
62396,Spider repelling spell
62402,Locomotion Charm
62402,Memory Charm
62403,Snake Summons Spell
62405,Disarming Charm
62405,Full Body-Bind Curse
62406,Leg-Locker Curse
62407,Sectumsempra
62407,Protego Maxima
62407,Repello Inimicum
62411,Tickling Charm
62411,Unlocking Charm
62411,Protego Maxima
62416,Disarming Charm
62416,Water-Making Spell
62416,General Counter-Spell
62417,Episkey
62417,Protego Maxima
62419,Salvio hexia
62419,Human Presence Revealing Spell
62419,Unlocking Charm
62421,Peskipiksi Pesternomi
62421,Summoning Charm
62421,Oppugno Jinx
62422,Cruciatus Curse
62422,Snake Summons Spell
62426,Exploding Charm
62426,Revelio Charm
62427,Muffliato Charm
62427,Exploding Charm
62427,Launch an object up into the air
62429,Portus
62429,General Counter-Spell
62429,Repello Inimicum
62430,Cistem Aperio
62430,Dissendium
62430,Wand-Extinguishing Charm
62431,Expulso Curse
62431,Memory Charm
62431,Levitation Charm
62433,Launch an object up into the air
62433,Killing Curse
62433,Dissendium
62435,Stunning Spell
62436,Freezing Charm
62438,Piertotum Locomotor
62438,Dissendium
62440,Dissendium
62442,Dissendium
62442,Fire-Making Spell
62447,Boggart-Banishing Spell
62447,Memory Charm
62449,Episkey
62449,Incarcerous Spell
62450,Cistem Aperio
62450,Exploding Charm
62450,Reverse Spell
62451,Water-Making Spell
62451,Protego totalum
62452,Launch an object up into the air
62452,Cistem Aperio
62452,Levicorpus
62453,Mending Charm
62453,Severing Charm
62453,Patronus Charm
62454,Muffliato Charm
62454,Patronus Charm
62454,Lumos Maxima
62456,Incarcerous Spell
62456,Tickling Charm
62465,Locking Spell
62465,General Counter-Spell
62466,Tickling Charm
62466,Stunning Spell
62466,Summoning Charm
62467,Launch an object up into the air
62467,Locomotion Charm
62470,Freezing Charm
62470,Locking Spell
62472,Human Presence Revealing Spell
62472,Lumos Maxima
62472,Shield Charm
62475,Blasting Curse
62476,Cruciatus Curse
62477,Protego Maxima
62477,Slowing Charm
62477,Oppugno Jinx
62480,Shrinking Charm
62480,Mending Charm
62481,Impediment Jinx
62482,Reverse Spell
62489,Portus
62489,Oppugno Jinx
62490,Brackium Emendo
62490,Leg-Locker Curse
62490,Locomotion Charm
62494,Stunning Spell
62494,Water-Making Spell
62495,Snake Summons Spell
62497,Tickling Charm
62497,Locomotion Charm
62498,Cistem Aperio
62498,Snake-Vanishing Spell
62499,Revulsion Jinx
62499,Memory Charm
62502,General Counter-Spell
62502,Fire-Making Spell
62507,Sectumsempra
62507,Levicorpus
62507,Lumos Solem Spell
62508,Sectumsempra
62508,Freezing Charm
62508,Wand-Lighting Charm
62510,Levitation Charm
62510,Incarcerous Spell
62519,Expulso Curse
62519,Episkey
62519,Snake-Vanishing Spell
62523,Locking Spell
62523,General Counter-Spell
62524,Oppugno Jinx
62524,Salvio hexia
62524,Lumos Maxima
62526,Blasting Curse
62526,Levitation Charm
62526,Muggle-Repelling Charm
62527,Episkey
62529,Summoning Charm
62529,Brackium Emendo
62530,Spider repelling spell
62530,Lumos Solem Spell
62533,Severing Charm
